"turnover_count","x","y","distance_ball_moved","ball_movement_speed","percent_distance","pass.angle","pressing_count_1","pressing_count_2","pressing_count_3","play_pattern.name","pass.type.name","right_option","front_option","left_option","back_option","player.name","match_id","position_group","team.name","x_end","y_end","xTurnover","predicted_turnover","cv_fold","risk_category","correct_prediction"
0,31.6,7.2,10.30776,10.09458,5.942012,-0.2449787,0,1,0,"Regular Play","",1,1,0,1,"Player_20045",3764644,"FB","Team_25",41.6,4.7,0.085768137535382,0,1,"Non-High Risk",TRUE
1,16.4,65,4.002499,13.91815,4.427199,0.2267988,0,1,1,"From Free Kick","Recovery",0,1,1,0,"Player_3494",3764644,"CB","Team_38",20.3,65.9,0.292428274931447,0,5,"Non-High Risk",FALSE
1,113.8,10.1,2.109502,16.76097,0.3148169,-3.046641,2,0,3,"From Free Kick","",0,0,0,1,"Player_3842",3764644,"ST","Team_25",111.7,9.9,0.686637160952382,1,4,"High Risk",TRUE
0,56.3,59.5,21.83873,12.92026,33.07928,-0.3898599,0,1,1,"Regular Play","",0,1,0,0,"Player_3313",3764644,"AM","Team_38",76.5,51.2,0.254682874715033,0,5,"Non-High Risk",TRUE
0,93.5,76.4,26.50472,18.72551,-174.0534,3.122727,1,0,1,"Regular Play","",0,0,1,1,"Player_3083",3764644,"WG","Team_38",67,76.9,0.107568224183124,0,4,"Non-High Risk",TRUE
0,67,76.9,13.8398,13.85257,32.03101,-0.5900066,0,0,2,"Regular Play","",0,1,1,0,"Player_9925",3764644,"FB","Team_38",78.5,69.2,0.172726087697942,0,3,"Non-High Risk",TRUE
0,78,62.4,48.21877,14.00488,-55.4645,-0.8779168,0,1,1,"Regular Play","",1,1,1,1,"Player_3313",3764644,"AM","Team_38",108.8,25.3,0.155809611560049,0,4,"Non-High Risk",TRUE
0,33.6,59.7,24.64001,17.30903,29.07922,-0.3435699,0,0,3,"Regular Play","",1,1,1,1,"Player_3570",3764644,"AM","Team_38",56.8,51.4,0.151961975773173,0,4,"Non-High Risk",TRUE
1,56.8,51.4,21.86801,11.07232,-35.94891,-2.124548,0,1,2,"Regular Play","",0,1,1,1,"Player_10955",3764644,"ST","Team_38",45.3,32.8,0.210273061342845,0,5,"Non-High Risk",FALSE
1,49.6,77,12.1758,12.82619,8.312548,-1.23606,1,1,1,"From Goal Kick","",0,0,1,1,"Player_9925",3764644,"FB","Team_38",53.6,65.5,0.478764916657181,0,4,"Non-High Risk",FALSE
0,67.3,13.6,20.79639,15.74647,9.9391,-0.09631938,0,1,2,"Regular Play","",0,1,0,1,"Player_34792",3764644,"DM","Team_25",88,11.6,0.294567326611261,0,2,"Non-High Risk",TRUE
0,84.1,7.4,11.1018,11.18449,-10.72855,-2.839783,1,0,4,"Regular Play","",1,1,0,1,"Player_3842",3764644,"ST","Team_25",73.5,4.1,0.258118628764604,0,5,"Non-High Risk",TRUE
1,74.3,4.4,46.96052,16.15823,62.66168,0.93198,0,0,1,"Regular Play","",1,1,0,1,"Player_20045",3764644,"FB","Team_25",102.3,42.1,0.412959458945375,0,5,"Non-High Risk",FALSE
0,17.8,38,12.84445,11.6611,10.93523,-0.2922025,1,0,1,"Regular Play","Recovery",1,1,1,1,"Player_10956",3764644,"CB","Team_38",30.1,34.3,0.163699067161009,0,1,"Non-High Risk",TRUE
0,30.1,34.3,4.22019,5.711024,-1.202064,2.204819,0,1,0,"Regular Play","",0,1,0,1,"Player_8259",3764644,"ST","Team_38",27.6,37.7,0.0849023362730846,0,2,"Non-High Risk",TRUE
1,27.6,37.7,6.806614,6.021538,-4.516087,-1.748022,0,1,1,"Regular Play","",1,1,0,1,"Player_3570",3764644,"AM","Team_38",26.4,31,0.0709498654977654,0,2,"Non-High Risk",FALSE
0,12.5,58.7,18.07125,10.66298,7.025731,1.208787,0,1,0,"Regular Play","",1,1,1,0,"Player_3494",3764644,"CB","Team_38",18.9,75.6,0.0475585300467747,0,3,"Non-High Risk",TRUE
1,19.8,74.6,15.40422,12.02707,17.39651,0.1630142,0,2,0,"Regular Play","",0,1,1,1,"Player_9925",3764644,"FB","Team_38",35,77.1,0.189336898265002,0,2,"Non-High Risk",FALSE
0,37.5,72.9,7.353911,8.841864,-8.452736,2.356194,0,2,1,"From Throw In","",0,1,1,1,"Player_3570",3764644,"AM","Team_38",32.3,78.1,0.102858869909952,0,1,"Non-High Risk",TRUE
0,32.9,78.1,8.292768,16.34555,7.181165,-0.9827938,0,1,1,"From Throw In","",0,1,1,1,"Player_9925",3764644,"FB","Team_38",37.5,71.2,0.235690877522206,0,3,"Non-High Risk",TRUE
0,36.2,70,25.75985,11.66218,-20.48571,-2.029236,1,1,2,"From Throw In","",0,1,1,1,"Player_3570",3764644,"AM","Team_38",24.8,46.9,0.309150139311601,0,5,"Non-High Risk",TRUE
0,24.8,46.9,48.72946,18.12503,6.127303,-0.9075933,0,0,0,"From Throw In","",1,1,1,0,"Player_10956",3764644,"CB","Team_38",54.8,8.5,0.197091444303628,0,5,"Non-High Risk",TRUE
1,64.5,8.8,20.84706,16.90606,20.76362,1.638003,0,0,1,"From Throw In","",1,1,0,0,"Player_3086",3764644,"FB","Team_38",63.1,29.6,0.19333726647615,0,4,"Non-High Risk",FALSE
0,57,50.5,13.87984,8.448183,-28.52473,-2.629596,1,0,1,"Regular Play","Interception",0,0,0,1,"Player_3842",3764644,"ST","Team_25",44.9,43.7,0.447192850051901,0,3,"Non-High Risk",TRUE
0,50.4,42.6,16.28895,6.718319,24.70516,0.8941379,0,0,2,"Regular Play","",1,1,1,1,"Player_34792",3764644,"DM","Team_25",60.6,55.3,0.0410887964329155,0,4,"Non-High Risk",TRUE
0,62.9,59.1,14.82228,15.85016,11.19281,1.304544,1,1,2,"Regular Play","",1,0,1,1,"Player_3328",3764644,"DM","Team_25",66.8,73.4,0.162044810308657,0,3,"Non-High Risk",TRUE
0,42.2,61.1,32.74416,16.81429,-16.80354,-1.518855,0,0,0,"From Free Kick","",1,1,1,0,"Player_3950",3764644,"CB","Team_25",43.9,28.4,0.129220676096452,0,3,"Non-High Risk",TRUE
0,43.9,27,13.68832,11.27911,19.05473,0.4865194,0,1,0,"From Free Kick","",1,1,1,0,"Player_4626",3764644,"CB","Team_25",56,33.4,0.0729416520111428,0,2,"Non-High Risk",TRUE
0,52.4,33.2,27.82804,12.60265,-32.56936,2.819842,0,1,2,"From Free Kick","",1,1,1,1,"Player_34792",3764644,"DM","Team_25",26,42,0.0868742680458172,0,5,"Non-High Risk",TRUE
0,38.5,52.4,21.37756,20.93501,1.624188,-1.115517,0,0,1,"From Free Kick","",1,1,1,0,"Player_3950",3764644,"CB","Team_25",47.9,33.2,0.144174616091591,0,3,"Non-High Risk",TRUE
0,50.3,30.9,14.22006,10.3169,-21.48589,-2.211484,1,0,2,"From Free Kick","",1,1,1,1,"Player_34792",3764644,"DM","Team_25",41.8,19.5,0.08786841676991,0,5,"Non-High Risk",TRUE
0,40.8,19.9,10.60424,12.70905,12.45211,0.2770043,0,1,0,"From Free Kick","",1,1,0,0,"Player_4626",3764644,"CB","Team_25",51,22.8,0.109224382991893,0,2,"Non-High Risk",TRUE
0,52.9,21.8,23.71181,19.85407,-3.483148,-0.7406519,0,2,1,"From Free Kick","",1,1,1,1,"Player_34792",3764644,"DM","Team_25",70.4,5.8,0.245913738650967,0,4,"Non-High Risk",TRUE
1,67.9,10.1,3.041381,15.87476,-2.476737,-1.092444,1,0,2,"From Free Kick","",1,0,0,1,"Player_3654",3764644,"ST","Team_25",69.3,7.4,0.397725602618435,0,3,"Non-High Risk",FALSE
0,87.5,4.6,12.11652,9.305817,18.57699,1.277759,1,0,2,"From Free Kick","",1,0,0,1,"Player_16345",3764644,"WG","Team_25",91,16.2,0.254999262649739,0,1,"Non-High Risk",TRUE
1,108.3,20.4,2.8,20.66314,5.777977,1.570796,0,0,2,"From Free Kick","",1,1,0,1,"Player_16345",3764644,"WG","Team_25",108.3,23.2,0.175916733228439,0,1,"Non-High Risk",FALSE
0,53.1,42.9,26.87936,14.00657,-22.50016,2.329885,0,0,2,"From Kick Off","",1,1,1,1,"Player_3313",3764644,"AM","Team_38",34.6,62.4,0.106428060583542,0,4,"Non-High Risk",TRUE
0,34.6,62.4,14.18732,9.681698,-19.35979,-2.766322,0,0,1,"From Kick Off","",0,1,1,1,"Player_9925",3764644,"FB","Team_38",21.4,57.2,0.151055511889612,0,4,"Non-High Risk",TRUE
1,21.4,57.2,47.09193,15.29446,53.91281,0.3063052,0,0,1,"From Kick Off","",0,1,1,0,"Player_3494",3764644,"CB","Team_38",66.3,71.4,0.438326460666915,0,5,"Non-High Risk",FALSE
0,53.8,8.7,31.55693,12.50512,37.02581,0.5317241,0,1,1,"From Kick Off","Recovery",1,1,0,0,"Player_4626",3764644,"CB","Team_25",81,24.7,0.610965056305891,1,2,"High Risk",FALSE
0,39,60.4,8.854942,8.26924,-7.916478,-2.039494,1,0,3,"From Kick Off","Recovery",0,1,1,1,"Player_3570",3764644,"AM","Team_38",35,52.5,0.414271900319924,0,1,"Non-High Risk",TRUE
1,35,52.5,48.57036,17.3988,61.46928,0.4746969,0,1,3,"From Kick Off","",1,1,0,1,"Player_3082",3764644,"DM","Team_38",78.2,74.7,0.71030168312967,1,2,"High Risk",TRUE
0,20.6,6.6,19.91381,13.9584,-0.7135047,2.156013,0,1,0,"Regular Play","",1,1,0,1,"Player_4626",3764644,"CB","Team_25",9.6,23.2,0.0814307862759679,0,2,"Non-High Risk",TRUE
0,19.9,26.4,46.93836,21.43423,17.57912,1.434021,1,1,1,"Regular Play","",1,0,1,1,"Player_34792",3764644,"DM","Team_25",26.3,72.9,0.403737569881307,0,3,"Non-High Risk",TRUE
0,28.4,74.1,13.7379,8.876037,9.771695,-1.019141,1,0,1,"Regular Play","",0,0,1,1,"Player_3066",3764644,"FB","Team_25",35.6,62.4,0.17240988435802,0,5,"Non-High Risk",TRUE
0,32.1,65.3,10.02646,7.097493,8.788829,0.8913825,0,1,1,"Regular Play","",0,1,1,1,"Player_3328",3764644,"DM","Team_25",38.4,73.1,0.0559327638650295,0,5,"Non-High Risk",TRUE
0,78.7,7,16.21512,21.18781,-12.78497,-3.09841,0,1,1,"From Free Kick","",1,1,0,1,"Player_8259",3764644,"ST","Team_38",62.5,6.3,0.423653472929384,0,5,"Non-High Risk",TRUE
0,55.5,6.7,17.3908,12.99924,-5.552721,2.611035,0,0,1,"From Free Kick","",1,1,0,0,"Player_3086",3764644,"FB","Team_38",40.5,15.5,0.116965335970172,0,4,"Non-High Risk",TRUE
0,40.5,15.5,9.436631,8.320553,8.674112,1.34638,0,0,0,"From Free Kick","",1,1,1,0,"Player_10956",3764644,"CB","Team_38",42.6,24.7,0.0289779464301244,0,5,"Non-High Risk",TRUE
0,47.8,22.7,15.18321,11.42489,-10.08197,-1.317831,0,1,2,"From Free Kick","",1,1,1,1,"Player_3570",3764644,"AM","Team_38",51.6,8,0.127755061512423,0,4,"Non-High Risk",TRUE
1,51.6,8,18.27922,15.65786,11.56214,-0.09313636,0,1,0,"From Free Kick","",1,1,0,0,"Player_3086",3764644,"FB","Team_38",69.8,6.3,0.22142381082156,0,4,"Non-High Risk",FALSE
0,49.8,74.1,6.846897,9.385058,2.189018,-1.453688,0,1,0,"Regular Play","",0,1,1,1,"Player_3066",3764644,"FB","Team_25",50.6,67.3,0.0704055148793906,0,4,"Non-High Risk",TRUE
0,50.6,67.3,20.70024,23.63303,40.26651,0.00483088,0,2,2,"Regular Play","",1,1,1,1,"Player_3328",3764644,"DM","Team_25",71.3,67.4,0.275126897936188,0,3,"Non-High Risk",TRUE
1,71.3,67.4,16.10373,7.834487,37.79604,-0.5414845,0,0,1,"Regular Play","",0,1,1,1,"Player_3842",3764644,"ST","Team_25",85.1,59.1,0.151061201669555,0,2,"Non-High Risk",FALSE
1,35,21,17.01441,8.670234,16.53271,0.04115322,0,1,1,"Regular Play","Recovery",1,1,1,0,"Player_10956",3764644,"CB","Team_38",52,21.7,0.144736899153014,0,3,"Non-High Risk",FALSE
0,68.1,58.4,3.931921,4.671082,11.02169,0.1275096,1,0,3,"Regular Play","Recovery",1,1,1,1,"Player_3842",3764644,"ST","Team_25",72,58.9,0.18686520256841,0,1,"Non-High Risk",TRUE
0,72,46.6,21.19929,9.659453,-48.85074,-1.82836,0,2,1,"Regular Play","",1,1,0,1,"Player_3328",3764644,"DM","Team_25",66.6,26.1,0.104180676089968,0,4,"Non-High Risk",TRUE
0,75.5,19.9,17.75894,9.979596,-15.88759,-0.8811049,0,1,0,"Regular Play","",1,1,0,1,"Player_20045",3764644,"FB","Team_25",86.8,6.2,0.113326838224281,0,4,"Non-High Risk",TRUE
1,63.8,5.9,12.64634,7.538988,17.07065,1.18148,0,1,1,"From Goal Kick","Recovery",1,1,0,1,"Player_20045",3764644,"FB","Team_25",68.6,17.6,0.40785290482638,0,1,"Non-High Risk",FALSE
1,51.5,62.5,19.32589,6.785285,16.17836,-0.8329813,0,1,5,"From Goal Kick","Recovery",1,1,1,1,"Player_3082",3764644,"DM","Team_38",64.5,48.2,0.549405977900242,1,3,"High Risk",TRUE
1,55.6,31.9,25.07987,12.4191,25.66895,-0.07982998,0,1,2,"From Goal Kick","Recovery",1,1,1,1,"Player_3328",3764644,"DM","Team_25",80.6,29.9,0.42112150380302,0,1,"Non-High Risk",FALSE
1,39.5,50.2,17.6505,15.29392,22.36293,-0.1996178,0,1,1,"From Goal Kick","Recovery",1,1,1,1,"Player_3494",3764644,"CB","Team_38",56.8,46.7,0.489646569310153,0,2,"Non-High Risk",FALSE
0,66.6,41.5,13.11869,12.3074,-24.83128,-3.088208,1,1,2,"From Goal Kick","Recovery",1,0,0,1,"Player_8259",3764644,"ST","Team_38",53.5,40.8,0.812151860513213,1,2,"High Risk",FALSE
0,53.5,40.8,27.49345,13.02359,-38.74678,-1.923607,0,1,2,"From Goal Kick","",1,1,0,1,"Player_3570",3764644,"AM","Team_38",44,15,0.271955473137226,0,1,"Non-High Risk",TRUE
0,44,15,35.45814,19.91788,19.20684,-0.1929708,0,0,1,"From Goal Kick","",1,1,0,1,"Player_3086",3764644,"FB","Team_38",78.8,8.2,0.515350972134444,1,2,"High Risk",FALSE
0,99,20.5,33.90723,18.06968,69.51334,1.55015,1,0,5,"From Goal Kick","",1,0,0,1,"Player_8259",3764644,"ST","Team_38",99.7,54.4,0.82860186430122,1,1,"High Risk",FALSE
0,33.2,44.9,18.01,12.68357,16.14622,1.047518,0,0,1,"From Kick Off","",1,1,1,0,"Player_3628",3773010,"CB","Team_34",42.2,60.5,0.0548045375248326,0,1,"Non-High Risk",TRUE
1,14.8,77.8,70.92256,16.22851,81.04116,-0.1700165,0,1,1,"From Free Kick","",0,1,1,0,"Player_3664",3773010,"FB","Team_24",84.7,65.8,0.672342506330405,1,4,"High Risk",TRUE
0,55.7,66,39.40076,16.04291,-82.66123,-2.67,1,0,3,"From Throw In","",1,1,1,1,"Player_3533",3773010,"AM","Team_24",20.6,48.1,0.145825216886364,0,5,"Non-High Risk",TRUE
0,30,62.6,10.58017,10.84412,-0.4009586,-1.447614,0,0,0,"From Throw In","",1,1,1,0,"Player_3502",3773010,"CB","Team_24",31.3,52.1,0.0270086968300164,0,2,"Non-High Risk",TRUE
0,28.7,46.4,28.00714,10.94564,-9.469373,-1.362197,0,0,1,"From Throw In","",1,1,1,1,"Player_5208",3773010,"DM","Team_24",34.5,19,0.0657275582175011,0,3,"Non-High Risk",TRUE
0,29.1,19.2,23.08679,17.29339,-13.40871,2.58483,0,1,0,"From Throw In","",1,1,1,0,"Player_3247",3773010,"CB","Team_24",9.5,31.4,0.0466607132834524,0,4,"Non-High Risk",TRUE
0,25.5,65.8,22.18941,15.95078,-16.21536,-2.00824,0,0,1,"From Throw In","",0,1,1,1,"Player_3502",3773010,"CB","Team_24",16.1,45.7,0.107183205997006,0,2,"Non-High Risk",TRUE
1,28.7,25,64.56315,24.16592,61.35626,0.8907337,0,1,0,"From Throw In","",1,1,0,1,"Player_3247",3773010,"CB","Team_24",69.3,75.2,0.602240234901966,1,1,"High Risk",TRUE
1,89.5,44.7,28.0166,15.84124,-64.10985,-0.7070777,0,2,2,"From Throw In","",1,1,1,1,"Player_3629",3773010,"WG","Team_24",110.8,26.5,0.17843117041829,0,3,"Non-High Risk",FALSE
1,95.4,18.1,23.2723,16.74441,40.20139,1.068706,0,1,1,"From Corner","",1,1,0,1,"Player_3525",3773010,"WG","Team_24",106.6,38.5,0.280805891714494,0,2,"Non-High Risk",FALSE
0,26.2,13.2,14.98032,16.00055,2.951738,-0.695593,1,0,1,"From Goal Kick","",1,1,0,0,"Player_3663",3773010,"CB","Team_34",37.7,3.6,0.167305462118563,0,1,"Non-High Risk",TRUE
0,38.6,2.7,40.9253,17.5364,27.87471,0.07827114,0,1,1,"From Goal Kick","",1,1,0,1,"Player_3627",3773010,"FB","Team_34",79.4,5.9,0.474488759904563,0,1,"Non-High Risk",TRUE
1,80.1,6.4,8.414868,7.40273,-6.054364,-3.082139,1,1,2,"From Goal Kick","",1,0,0,1,"Player_3505",3773010,"ST","Team_34",71.7,5.9,0.36060852441962,0,5,"Non-High Risk",FALSE
0,48.4,74.2,9.433981,5.827082,15.33948,0.3686959,0,1,0,"Regular Play","Recovery",0,1,1,1,"Player_5208",3773010,"DM","Team_24",57.2,77.6,0.10882181527756,0,4,"Non-High Risk",TRUE
0,56.7,77.6,6.184658,9.88639,-1.352401,-1.815775,1,0,2,"Regular Play","",0,0,1,1,"Player_3525",3773010,"WG","Team_24",55.2,71.6,0.143999427146345,0,5,"Non-High Risk",TRUE
0,55.2,71.6,4.9,10.63606,-10.63615,3.141593,0,2,1,"Regular Play","",0,1,0,1,"Player_3533",3773010,"AM","Team_24",50.3,71.6,0.0762729526388969,0,4,"Non-High Risk",TRUE
0,53.3,71.6,11.95701,10.50756,18.66513,0.5648049,1,0,3,"Regular Play","",1,1,1,1,"Player_5208",3773010,"DM","Team_24",63.4,78,0.044579506893839,0,4,"Non-High Risk",TRUE
1,63.4,78,7.595393,16.73909,6.223337,-1.412141,0,1,1,"Regular Play","",0,1,1,1,"Player_3525",3773010,"WG","Team_24",64.6,70.5,0.13032494324274,0,3,"Non-High Risk",FALSE
0,48,9.8,14.5,9.78572,-14.40582,-3.024081,0,1,2,"Regular Play","",1,1,0,1,"Player_9607",3773010,"DM","Team_34",33.6,8.1,0.08732886624567,0,1,"Non-High Risk",TRUE
0,34.3,7.4,32.43224,10.36321,29.01036,0.22703,1,0,3,"Regular Play","",1,1,0,0,"Player_3627",3773010,"FB","Team_34",65.9,14.7,0.168667701551255,0,5,"Non-High Risk",TRUE
1,105.5,49.1,13.71787,11.7426,-72.54322,-1.519746,2,1,5,"From Free Kick","",0,0,0,1,"Player_3628",3773010,"CB","Team_34",106.2,35.4,0.467841033714204,0,4,"Non-High Risk",FALSE
0,23.6,59.2,25.40177,8.90787,21.82951,0.8215941,0,0,1,"From Free Kick","Recovery",0,1,1,1,"Player_3525",3773010,"WG","Team_24",40.9,77.8,0.308717172142035,0,5,"Non-High Risk",TRUE
0,42.4,6.6,3.981206,5.392527,-3.796772,-1.773118,0,1,1,"From Throw In","",1,1,1,0,"Player_3583",3773010,"DM","Team_34",41.6,2.7,0.0243485381932659,0,5,"Non-High Risk",TRUE
0,36,3.1,16.51484,12.87658,-12.87297,3.099194,1,0,1,"From Throw In","",1,1,0,0,"Player_3627",3773010,"FB","Team_34",19.5,3.8,0.0663977701639952,0,2,"Non-High Risk",TRUE
0,20.4,3.6,41.39481,12.81117,29.18188,0.06769303,0,0,1,"From Throw In","",1,1,0,0,"Player_3663",3773010,"CB","Team_34",61.7,6.4,0.170794169107811,0,2,"Non-High Risk",TRUE
0,62.7,6.4,13.77135,8.515708,10.80872,0.1018363,1,0,4,"From Throw In","",1,0,0,1,"Player_3661",3773010,"ST","Team_34",76.4,7.8,0.290150641803937,0,1,"Non-High Risk",TRUE
0,20.4,62.2,15.3675,7.864805,-16.16591,-2.466852,1,0,2,"Regular Play","Recovery",1,1,1,0,"Player_3502",3773010,"CB","Team_24",8.4,52.6,0.111248403318405,0,3,"Non-High Risk",TRUE
0,72.6,56.2,6.6,20.37156,17.72372,0,1,1,4,"From Goal Kick","",1,0,1,1,"Player_3661",3773010,"ST","Team_34",79.2,56.2,0.512261396412856,1,2,"High Risk",FALSE
0,32.6,23.5,21.08673,9.813156,-14.32946,2.63127,0,0,1,"Regular Play","Recovery",1,1,0,1,"Player_3655",3773010,"FB","Team_24",14.2,33.8,0.123760702614448,0,1,"Non-High Risk",TRUE
0,21.4,13.2,6.835934,8.159368,-3.579554,-1.468216,0,0,1,"Regular Play","",1,1,1,1,"Player_3247",3773010,"CB","Team_24",22.1,6.4,0.0169922300647029,0,4,"Non-High Risk",TRUE
1,22.1,5.9,2.863564,1.676434,1.797213,-0.2110933,0,1,1,"Regular Play","",1,1,0,1,"Player_3655",3773010,"FB","Team_24",24.9,5.3,0.0290524125898493,0,2,"Non-High Risk",FALSE
1,77.7,61.8,18.18681,8.690458,-37.40302,-1.714249,0,3,0,"Regular Play","",1,1,1,1,"Player_9607",3773010,"DM","Team_34",75.1,43.8,0.0610286787774182,0,4,"Non-High Risk",FALSE
0,57.2,42.9,28.32402,15.8152,28.76423,1.288132,0,1,2,"Regular Play","",0,1,1,1,"Player_3533",3773010,"AM","Team_24",65.1,70.1,0.199722733608011,0,3,"Non-High Risk",TRUE
0,86.7,67.1,17.00382,12.31594,76.80007,0.1893219,0,2,0,"Regular Play","",0,1,1,1,"Player_3664",3773010,"FB","Team_24",103.4,70.3,0.207666853362277,0,4,"Non-High Risk",TRUE
0,103.4,70.3,11.37717,10.53183,-194.643,2.964884,0,0,2,"Regular Play","",0,1,1,1,"Player_3525",3773010,"WG","Team_24",92.2,72.3,0.0095283193903722,0,5,"Non-High Risk",TRUE
1,115.8,49.4,9.002222,11.94696,-32.15437,-1.548578,0,2,3,"From Corner","Recovery",0,1,1,1,"Player_3567",3773010,"AM","Team_24",116,40.4,0.499157742371491,0,5,"Non-High Risk",FALSE
0,99.5,59.2,7.818568,9.421028,-63.10453,-2.775337,1,0,2,"From Corner","Recovery",1,1,1,1,"Player_3533",3773010,"AM","Team_24",92.2,56.4,0.179084077750687,0,4,"Non-High Risk",TRUE
0,92.2,56.4,22.58694,14.95056,44.74331,0.9520909,0,1,1,"From Corner","",1,1,1,0,"Player_5208",3773010,"DM","Team_24",105.3,74.8,0.160281468756598,0,1,"Non-High Risk",TRUE
1,105.3,74.8,2.061553,29.84643,12.09389,-1.172274,0,1,0,"From Corner","",0,1,1,1,"Player_3664",3773010,"FB","Team_24",106.1,72.9,0.366088268661159,0,1,"Non-High Risk",FALSE
1,111.5,60.5,9.291394,13.65803,-47.76208,-1.711171,0,2,1,"From Corner","Recovery",0,1,1,1,"Player_3533",3773010,"AM","Team_24",110.2,51.3,0.420048943043676,0,5,"Non-High Risk",FALSE
0,85.6,33.8,15.20526,6.589368,-14.92293,-0.6171914,0,0,0,"From Corner","Recovery",1,1,0,0,"Player_3525",3773010,"WG","Team_24",98,25,0.200882339986373,0,3,"Non-High Risk",TRUE
0,94.2,23.9,10.08067,10.0947,-9.6735,-2.951979,0,2,1,"From Corner","",1,1,0,0,"Player_4747",3773010,"ST","Team_24",84.3,22,0.26133763318827,0,4,"Non-High Risk",TRUE
0,81.3,19.8,12.21884,8.769478,-5.325616,-0.5039189,0,0,1,"From Corner","",1,1,0,0,"Player_3525",3773010,"WG","Team_24",92,13.9,0.0943250937219665,0,4,"Non-High Risk",TRUE
0,92.7,13.9,19.27511,9.168453,2.213127,0.08831137,0,0,2,"From Corner","",1,1,0,1,"Player_4747",3773010,"ST","Team_24",111.9,15.6,0.163679933726194,0,1,"Non-High Risk",TRUE
1,116.6,15.8,14.11559,12.68739,21.19649,1.327536,0,1,2,"From Corner","",0,1,0,1,"Player_3629",3773010,"WG","Team_24",120,29.5,0.34324837452117,0,5,"Non-High Risk",FALSE
1,49,18.1,1.081665,11.50463,0.3138342,-0.5880026,1,2,2,"From Goal Kick","",1,1,0,1,"Player_5208",3773010,"DM","Team_24",49.9,17.5,0.172141406658897,0,3,"Non-High Risk",FALSE
0,75.8,60.9,7.244998,8.221881,11.14482,1.218488,1,2,2,"From Goal Kick","Recovery",1,1,0,1,"Player_3661",3773010,"ST","Team_34",78.3,67.7,0.605399472432617,1,3,"High Risk",FALSE
0,77.9,67.7,2.915476,6.056169,-9.420156,-2.601173,0,0,2,"From Goal Kick","",0,1,1,1,"Player_10967",3773010,"WG","Team_34",75.4,66.2,0.126307109881543,0,4,"Non-High Risk",TRUE
0,75.6,66.2,38.24134,12.16113,51.55721,-0.2754261,1,0,3,"From Goal Kick","",0,1,1,1,"Player_3583",3773010,"DM","Team_34",112.4,55.8,0.41721878543042,0,2,"Non-High Risk",TRUE
0,117.9,54.9,17.14934,10.6906,33.2604,1.646674,1,0,3,"From Goal Kick","",0,0,0,1,"Player_3505",3773010,"ST","Team_34",116.6,72,0.535260931301498,1,1,"High Risk",FALSE
1,110.4,74.6,18.6325,31.76718,-60.0373,-1.511725,0,0,0,"From Goal Kick","",0,1,1,1,"Player_10967",3773010,"WG","Team_34",111.5,56,0.321113467190307,0,2,"Non-High Risk",FALSE
0,4.7,14.9,3.2,3.9617,1.372152,1.570796,0,0,1,"From Goal Kick","Recovery",1,1,0,1,"Player_3655",3773010,"FB","Team_24",4.7,18.1,0.124773905922852,0,2,"Non-High Risk",TRUE
1,6.2,20.9,33.81789,21.01075,27.8261,0.0325329,0,0,1,"From Goal Kick","",1,1,1,1,"Player_5208",3773010,"DM","Team_24",40,22,0.194937450178904,0,4,"Non-High Risk",FALSE
0,33.2,23.1,5.636488,5.213164,-6.863164,-2.70175,1,1,1,"Regular Play","Recovery",1,1,0,1,"Player_3533",3773010,"AM","Team_24",28.1,20.7,0.16228618276714,0,2,"Non-High Risk",TRUE
0,27.6,21.1,19.20963,9.642485,-21.85902,-2.426191,0,1,2,"Regular Play","",1,1,0,1,"Player_3567",3773010,"AM","Team_24",13.1,8.5,0.0796748471628218,0,1,"Non-High Risk",TRUE
1,11.8,7.4,58.20215,8.486129,37.291,0.008590854,0,1,0,"Regular Play","",1,1,0,1,"Player_3655",3773010,"FB","Team_24",70,7.9,0.24443581155964,0,2,"Non-High Risk",FALSE
0,56.9,7,12.68897,21.35576,11.65653,1.689286,1,1,2,"Regular Play","",1,1,0,1,"Player_3567",3773010,"AM","Team_24",55.4,19.6,0.146454060854093,0,3,"Non-High Risk",TRUE
0,58.9,18.8,57.05094,20.05067,83.57357,0.983766,0,1,2,"Regular Play","",1,1,1,1,"Player_5208",3773010,"DM","Team_24",90.5,66.3,0.440693613040574,0,3,"Non-High Risk",TRUE
0,93.5,65.2,8.05295,3.97586,-85.6197,-2.006673,1,0,2,"Regular Play","",0,1,1,1,"Player_3664",3773010,"FB","Team_24",90.1,57.9,0.0272238720949402,0,2,"Non-High Risk",TRUE
1,28.3,37.6,34.72002,16.66825,14.18678,-0.6423491,0,1,1,"Regular Play","",1,1,1,1,"Player_3583",3773010,"DM","Team_34",56.1,16.8,0.105337932738697,0,2,"Non-High Risk",FALSE
0,64,63.3,9.662815,9.676866,24.90843,-0.1140858,0,1,0,"Regular Play","Interception",0,1,1,1,"Player_3502",3773010,"CB","Team_24",73.6,62.2,0.0959151603494821,0,5,"Non-High Risk",TRUE
0,90.7,60.3,17.86757,11.90386,20.36105,1.240196,0,0,2,"Regular Play","",1,1,1,1,"Player_3525",3773010,"WG","Team_24",96.5,77.2,0.0631256510882545,0,1,"Non-High Risk",TRUE
