"","turnover_count","x","y","play_pattern.name","distance_ball_moved","ball_movement_speed","percent_distance","pass.type.name","pass.angle","pressing_count_1","pressing_count_2","pressing_count_3","right_option","front_option","left_option","back_option","player.name","match_id","position_group"
"2172",0,50.6,67.3,"Regular Play",20.70024,23.63303,40.26651,"",0.00483088,0,2,2,1,1,1,1,"Player_3328",3764644,"DM"
"2173",1,71.3,67.4,"Regular Play",16.10373,7.834487,37.79604,"",-0.5414845,0,0,1,0,1,1,1,"Player_3842",3764644,"ST"
"2174",1,35,21,"Regular Play",17.01441,8.670234,16.53271,"Recovery",0.04115322,0,1,1,1,1,1,0,"Player_10956",3764644,"CB"
"2175",0,68.1,58.4,"Regular Play",3.931921,4.671082,11.02169,"Recovery",0.1275096,1,0,3,1,1,1,1,"Player_3842",3764644,"ST"
"2176",0,72,46.6,"Regular Play",21.19929,9.659453,-48.85074,"",-1.82836,0,2,1,1,1,0,1,"Player_3328",3764644,"DM"
"2177",0,75.5,19.9,"Regular Play",17.75894,9.979596,-15.88759,"",-0.8811049,0,1,0,1,1,0,1,"Player_20045",3764644,"FB"
"2178",1,63.8,5.9,"From Goal Kick",12.64634,7.538988,17.07065,"Recovery",1.18148,0,1,1,1,1,0,1,"Player_20045",3764644,"FB"
"2179",1,51.5,62.5,"From Goal Kick",19.32589,6.785285,16.17836,"Recovery",-0.8329813,0,1,5,1,1,1,1,"Player_3082",3764644,"DM"
"2180",1,55.6,31.9,"From Goal Kick",25.07987,12.4191,25.66895,"Recovery",-0.07982998,0,1,2,1,1,1,1,"Player_3328",3764644,"DM"
"2181",1,39.5,50.2,"From Goal Kick",17.6505,15.29392,22.36293,"Recovery",-0.1996178,0,1,1,1,1,1,1,"Player_3494",3764644,"CB"
"2182",0,66.6,41.5,"From Goal Kick",13.11869,12.3074,-24.83128,"Recovery",-3.088208,1,1,2,1,0,0,1,"Player_8259",3764644,"ST"
"2183",0,53.5,40.8,"From Goal Kick",27.49345,13.02359,-38.74678,"",-1.923607,0,1,2,1,1,0,1,"Player_3570",3764644,"AM"
"2184",0,44,15,"From Goal Kick",35.45814,19.91788,19.20684,"",-0.1929708,0,0,1,1,1,0,1,"Player_3086",3764644,"FB"
"2185",0,99,20.5,"From Goal Kick",33.90723,18.06968,69.51334,"",1.55015,1,0,5,1,0,0,1,"Player_8259",3764644,"ST"
"2186",0,33.2,44.9,"From Kick Off",18.01,12.68357,16.14622,"",1.047518,0,0,1,1,1,1,0,"Player_3628",3773010,"CB"
"2187",1,14.8,77.8,"From Free Kick",70.92256,16.22851,81.04116,"",-0.1700165,0,1,1,0,1,1,0,"Player_3664",3773010,"FB"
"2188",0,55.7,66,"From Throw In",39.40076,16.04291,-82.66123,"",-2.67,1,0,3,1,1,1,1,"Player_3533",3773010,"AM"
"2189",0,30,62.6,"From Throw In",10.58017,10.84412,-0.4009586,"",-1.447614,0,0,0,1,1,1,0,"Player_3502",3773010,"CB"
"2190",0,28.7,46.4,"From Throw In",28.00714,10.94564,-9.469373,"",-1.362197,0,0,1,1,1,1,1,"Player_5208",3773010,"DM"
"2191",0,29.1,19.2,"From Throw In",23.08679,17.29339,-13.40871,"",2.58483,0,1,0,1,1,1,0,"Player_3247",3773010,"CB"
"2192",0,25.5,65.8,"From Throw In",22.18941,15.95078,-16.21536,"",-2.00824,0,0,1,0,1,1,1,"Player_3502",3773010,"CB"
"2193",1,28.7,25,"From Throw In",64.56315,24.16592,61.35626,"",0.8907337,0,1,0,1,1,0,1,"Player_3247",3773010,"CB"
"2194",1,89.5,44.7,"From Throw In",28.0166,15.84124,-64.10985,"",-0.7070777,0,2,2,1,1,1,1,"Player_3629",3773010,"WG"
"2195",1,95.4,18.1,"From Corner",23.2723,16.74441,40.20139,"",1.068706,0,1,1,1,1,0,1,"Player_3525",3773010,"WG"
"2196",0,26.2,13.2,"From Goal Kick",14.98032,16.00055,2.951738,"",-0.695593,1,0,1,1,1,0,0,"Player_3663",3773010,"CB"
"2197",0,38.6,2.7,"From Goal Kick",40.9253,17.5364,27.87471,"",0.07827114,0,1,1,1,1,0,1,"Player_3627",3773010,"FB"
"2198",1,80.1,6.4,"From Goal Kick",8.414868,7.40273,-6.054364,"",-3.082139,1,1,2,1,0,0,1,"Player_3505",3773010,"ST"
"2199",0,48.4,74.2,"Regular Play",9.433981,5.827082,15.33948,"Recovery",0.3686959,0,1,0,0,1,1,1,"Player_5208",3773010,"DM"
"2200",0,56.7,77.6,"Regular Play",6.184658,9.88639,-1.352401,"",-1.815775,1,0,2,0,0,1,1,"Player_3525",3773010,"WG"
"2201",0,55.2,71.6,"Regular Play",4.9,10.63606,-10.63615,"",3.141593,0,2,1,0,1,0,1,"Player_3533",3773010,"AM"
"2202",0,53.3,71.6,"Regular Play",11.95701,10.50756,18.66513,"",0.5648049,1,0,3,1,1,1,1,"Player_5208",3773010,"DM"
"2203",1,63.4,78,"Regular Play",7.595393,16.73909,6.223337,"",-1.412141,0,1,1,0,1,1,1,"Player_3525",3773010,"WG"
"2204",0,48,9.8,"Regular Play",14.5,9.78572,-14.40582,"",-3.024081,0,1,2,1,1,0,1,"Player_9607",3773010,"DM"
"2205",0,34.3,7.4,"Regular Play",32.43224,10.36321,29.01036,"",0.22703,1,0,3,1,1,0,0,"Player_3627",3773010,"FB"
"2206",1,105.5,49.1,"From Free Kick",13.71787,11.7426,-72.54322,"",-1.519746,2,1,5,0,0,0,1,"Player_3628",3773010,"CB"
"2207",0,23.6,59.2,"From Free Kick",25.40177,8.90787,21.82951,"Recovery",0.8215941,0,0,1,0,1,1,1,"Player_3525",3773010,"WG"
"2208",0,42.4,6.6,"From Throw In",3.981206,5.392527,-3.796772,"",-1.773118,0,1,1,1,1,1,0,"Player_3583",3773010,"DM"
"2209",0,36,3.1,"From Throw In",16.51484,12.87658,-12.87297,"",3.099194,1,0,1,1,1,0,0,"Player_3627",3773010,"FB"
"2210",0,20.4,3.6,"From Throw In",41.39481,12.81117,29.18188,"",0.06769303,0,0,1,1,1,0,0,"Player_3663",3773010,"CB"
"2211",0,62.7,6.4,"From Throw In",13.77135,8.515708,10.80872,"",0.1018363,1,0,4,1,0,0,1,"Player_3661",3773010,"ST"
"2212",0,20.4,62.2,"Regular Play",15.3675,7.864805,-16.16591,"Recovery",-2.466852,1,0,2,1,1,1,0,"Player_3502",3773010,"CB"
"2213",0,72.6,56.2,"From Goal Kick",6.6,20.37156,17.72372,"",0,1,1,4,1,0,1,1,"Player_3661",3773010,"ST"
"2214",0,32.6,23.5,"Regular Play",21.08673,9.813156,-14.32946,"Recovery",2.63127,0,0,1,1,1,0,1,"Player_3655",3773010,"FB"
"2215",0,21.4,13.2,"Regular Play",6.835934,8.159368,-3.579554,"",-1.468216,0,0,1,1,1,1,1,"Player_3247",3773010,"CB"
"2216",1,22.1,5.9,"Regular Play",2.863564,1.676434,1.797213,"",-0.2110933,0,1,1,1,1,0,1,"Player_3655",3773010,"FB"
"2217",1,77.7,61.8,"Regular Play",18.18681,8.690458,-37.40302,"",-1.714249,0,3,0,1,1,1,1,"Player_9607",3773010,"DM"
"2218",0,57.2,42.9,"Regular Play",28.32402,15.8152,28.76423,"",1.288132,0,1,2,0,1,1,1,"Player_3533",3773010,"AM"
"2219",0,86.7,67.1,"Regular Play",17.00382,12.31594,76.80007,"",0.1893219,0,2,0,0,1,1,1,"Player_3664",3773010,"FB"
"2220",0,103.4,70.3,"Regular Play",11.37717,10.53183,-194.643,"",2.964884,0,0,2,0,1,1,1,"Player_3525",3773010,"WG"
"2221",1,115.8,49.4,"From Corner",9.002222,11.94696,-32.15437,"Recovery",-1.548578,0,2,3,0,1,1,1,"Player_3567",3773010,"AM"
"2222",0,99.5,59.2,"From Corner",7.818568,9.421028,-63.10453,"Recovery",-2.775337,1,0,2,1,1,1,1,"Player_3533",3773010,"AM"
"2223",0,92.2,56.4,"From Corner",22.58694,14.95056,44.74331,"",0.9520909,0,1,1,1,1,1,0,"Player_5208",3773010,"DM"
"2224",1,105.3,74.8,"From Corner",2.061553,29.84643,12.09389,"",-1.172274,0,1,0,0,1,1,1,"Player_3664",3773010,"FB"
"2225",1,111.5,60.5,"From Corner",9.291394,13.65803,-47.76208,"Recovery",-1.711171,0,2,1,0,1,1,1,"Player_3533",3773010,"AM"
"2226",0,85.6,33.8,"From Corner",15.20526,6.589368,-14.92293,"Recovery",-0.6171914,0,0,0,1,1,0,0,"Player_3525",3773010,"WG"
"2227",0,94.2,23.9,"From Corner",10.08067,10.0947,-9.6735,"",-2.951979,0,2,1,1,1,0,0,"Player_4747",3773010,"ST"
"2228",0,81.3,19.8,"From Corner",12.21884,8.769478,-5.325616,"",-0.5039189,0,0,1,1,1,0,0,"Player_3525",3773010,"WG"
"2229",0,92.7,13.9,"From Corner",19.27511,9.168453,2.213127,"",0.08831137,0,0,2,1,1,0,1,"Player_4747",3773010,"ST"
"2230",1,116.6,15.8,"From Corner",14.11559,12.68739,21.19649,"",1.327536,0,1,2,0,1,0,1,"Player_3629",3773010,"WG"
"2231",1,49,18.1,"From Goal Kick",1.081665,11.50463,0.3138342,"",-0.5880026,1,2,2,1,1,0,1,"Player_5208",3773010,"DM"
"2232",0,75.8,60.9,"From Goal Kick",7.244998,8.221881,11.14482,"Recovery",1.218488,1,2,2,1,1,0,1,"Player_3661",3773010,"ST"
"2233",0,77.9,67.7,"From Goal Kick",2.915476,6.056169,-9.420156,"",-2.601173,0,0,2,0,1,1,1,"Player_10967",3773010,"WG"
"2234",0,75.6,66.2,"From Goal Kick",38.24134,12.16113,51.55721,"",-0.2754261,1,0,3,0,1,1,1,"Player_3583",3773010,"DM"
"2235",0,117.9,54.9,"From Goal Kick",17.14934,10.6906,33.2604,"",1.646674,1,0,3,0,0,0,1,"Player_3505",3773010,"ST"
"2236",1,110.4,74.6,"From Goal Kick",18.6325,31.76718,-60.0373,"",-1.511725,0,0,0,0,1,1,1,"Player_10967",3773010,"WG"
"2237",0,4.7,14.9,"From Goal Kick",3.2,3.9617,1.372152,"Recovery",1.570796,0,0,1,1,1,0,1,"Player_3655",3773010,"FB"
"2238",1,6.2,20.9,"From Goal Kick",33.81789,21.01075,27.8261,"",0.0325329,0,0,1,1,1,1,1,"Player_5208",3773010,"DM"
"2239",0,33.2,23.1,"Regular Play",5.636488,5.213164,-6.863164,"Recovery",-2.70175,1,1,1,1,1,0,1,"Player_3533",3773010,"AM"
"2240",0,27.6,21.1,"Regular Play",19.20963,9.642485,-21.85902,"",-2.426191,0,1,2,1,1,0,1,"Player_3567",3773010,"AM"
"2241",1,11.8,7.4,"Regular Play",58.20215,8.486129,37.291,"",0.008590854,0,1,0,1,1,0,1,"Player_3655",3773010,"FB"
"2242",0,56.9,7,"Regular Play",12.68897,21.35576,11.65653,"",1.689286,1,1,2,1,1,0,1,"Player_3567",3773010,"AM"
"2243",0,58.9,18.8,"Regular Play",57.05094,20.05067,83.57357,"",0.983766,0,1,2,1,1,1,1,"Player_5208",3773010,"DM"
"2244",0,93.5,65.2,"Regular Play",8.05295,3.97586,-85.6197,"",-2.006673,1,0,2,0,1,1,1,"Player_3664",3773010,"FB"
"2245",1,28.3,37.6,"Regular Play",34.72002,16.66825,14.18678,"",-0.6423491,0,1,1,1,1,1,1,"Player_3583",3773010,"DM"
"2246",0,64,63.3,"Regular Play",9.662815,9.676866,24.90843,"Interception",-0.1140858,0,1,0,0,1,1,1,"Player_3502",3773010,"CB"
"2247",0,90.7,60.3,"Regular Play",17.86757,11.90386,20.36105,"",1.240196,0,0,2,1,1,1,1,"Player_3525",3773010,"WG"
"2248",1,99.5,30.3,"Regular Play",12.38467,8.301016,21.88489,"Recovery",2.241754,1,1,3,0,1,0,1,"Player_3655",3773010,"FB"
"2249",0,34.3,44.9,"Regular Play",29.66648,14.7745,28.19207,"",0.9481958,1,1,2,1,0,0,1,"Player_9607",3773010,"DM"
"2250",1,57.2,76.1,"Regular Play",50.93378,16.25378,75.16246,"",-0.4056652,0,1,1,0,1,1,1,"Player_3661",3773010,"ST"
"2251",1,42.8,43.6,"From Keeper",42.3987,22.37281,59.04243,"",0.09685242,0,0,0,1,1,1,1,"Player_3502",3773010,"CB"
"2252",0,35.1,32.4,"Regular Play",11.22943,4.172042,-8.974883,"Recovery",-1.722769,0,1,0,1,1,1,1,"Player_3663",3773010,"CB"
"2253",0,33.2,21.5,"Regular Play",18.1648,14.35462,-3.907273,"",-1.077601,0,1,1,1,1,0,1,"Player_3627",3773010,"FB"
"2254",0,36.6,7.6,"Regular Play",14.1651,9.192833,-14.07901,"",-2.884628,0,2,1,1,1,0,1,"Player_5111",3773010,"WG"
"2255",0,70.1,13.1,"Regular Play",4.545327,16.96087,0.6336206,"",2.449671,0,1,2,0,1,0,1,"Player_3505",3773010,"ST"
"2256",0,61.7,44.4,"Regular Play",7.823682,11.90395,-14.43936,"Recovery",-2.183617,0,0,1,0,1,1,1,"Player_10967",3773010,"WG"
"2257",0,57.2,38,"Regular Play",5.360037,7.981757,-4.156379,"",-1.420984,0,1,1,1,1,1,1,"Player_3583",3773010,"DM"
"2258",0,58,32.7,"Regular Play",8.080842,10.95676,4.935567,"",1.782754,0,1,1,1,1,1,1,"Player_9607",3773010,"DM"
"2259",0,56.3,40.6,"Regular Play",19.68146,17.34782,34.66741,"",0.6556956,0,1,1,1,1,1,1,"Player_3583",3773010,"DM"
"2260",0,71.9,52.6,"Regular Play",5.85235,11.83397,-11.33525,"",-1.865526,0,0,2,1,1,0,1,"Player_10967",3773010,"WG"
"2261",0,76.2,53.2,"Regular Play",21.02784,13.72309,54.53477,"",0.8358603,0,1,1,1,1,1,0,"Player_9607",3773010,"DM"
"2262",0,93.1,70.1,"Regular Play",11.53776,14.58213,-81.44665,"",-2.55359,0,1,1,0,1,1,1,"Player_4620",3773010,"FB"
"2263",0,78.1,62.4,"Regular Play",42.81799,16.71025,-133.1158,"",-2.064738,1,0,2,1,1,1,1,"Player_10967",3773010,"WG"
"2264",1,57.4,24.7,"Regular Play",31.20577,10.46347,-14.37838,"",-0.9080668,0,1,0,1,1,1,1,"Player_3663",3773010,"CB"
"2265",0,54.2,60.5,"From Throw In",48.41487,21.09794,18.73204,"",-0.6682894,0,0,1,0,1,1,1,"Player_3533",3773010,"AM"
"2266",0,14.8,47.4,"Regular Play",50.61433,18.35241,53.23749,"",0.06722528,0,2,1,0,1,1,1,"Player_10967",3773010,"WG"
"2267",0,64.4,54.9,"Regular Play",9.466784,11.23379,-15.76241,"",2.59755,0,1,1,0,1,1,0,"Player_3505",3773010,"ST"
"2268",0,56.3,59.8,"Regular Play",52.95366,17.00543,-1.633084,"",-0.85623,0,0,1,0,1,1,0,"Player_10967",3773010,"WG"
"2269",0,26.8,16.2,"Regular Play",13.66528,12.16065,14.3614,"",0.8994839,0,0,1,1,1,0,1,"Player_3655",3773010,"FB"
"2270",0,37,27.3,"Regular Play",13.60037,15.06317,15.73693,"",1.02155,0,0,0,1,1,1,1,"Player_3567",3773010,"AM"
"2271",0,52.2,42.3,"Regular Play",3.206244,3.625107,-3.143945,"",-1.633215,0,1,2,1,1,1,1,"Player_3533",3773010,"AM"
"2272",0,56.5,37.8,"Regular Play",17.80899,15.19971,-4.490024,"",2.140109,0,1,0,1,1,0,1,"Player_5208",3773010,"DM"
"2273",0,46.9,52.8,"Regular Play",17.56161,16.59539,10.78168,"",1.34101,0,0,1,1,1,1,0,"Player_3502",3773010,"CB"
"2274",0,50.1,70.3,"Regular Play",15.0333,12.45927,22.05749,"",0.576933,0,0,1,0,1,1,1,"Player_3664",3773010,"FB"
"2275",0,62.7,78.5,"Regular Play",15.16377,11.74396,-31.32558,"",-2.698591,0,1,1,0,1,1,1,"Player_3525",3773010,"WG"
"2276",0,49,72,"Regular Play",12.53994,7.9798,-12.37493,"",-2.087964,0,1,0,0,1,1,1,"Player_3664",3773010,"FB"
"2277",0,48,47.9,"Regular Play",24.45179,18.40012,-26.66229,"",-1.714428,0,0,1,1,1,1,0,"Player_3502",3773010,"CB"
"2278",0,43.7,22.8,"Regular Play",56.16778,22.08906,17.2603,"",-0.2721858,0,0,1,1,1,0,0,"Player_3247",3773010,"CB"
"2279",0,88.8,26.5,"Regular Play",18.94228,11.18691,-39.61703,"",-1.330939,0,2,0,1,1,1,1,"Player_3629",3773010,"WG"
"2280",0,83.7,24.3,"Regular Play",28.73273,19.37906,10.63663,"",2.274893,1,0,2,1,1,1,1,"Player_3567",3773010,"AM"
"2281",0,93.7,62.6,"Regular Play",15.7191,9.071522,-9.533439,"",1.267152,0,1,2,1,1,1,0,"Player_3502",3773010,"CB"
"2282",0,69.6,69.9,"Regular Play",8.53815,8.741467,6.661005,"",-1.249046,0,1,0,0,1,1,1,"Player_5208",3773010,"DM"
"2283",0,72.3,61.8,"Regular Play",8.321658,6.892739,-21.72329,"",2.570255,0,1,1,1,1,1,1,"Player_3502",3773010,"CB"
"2284",0,65.3,66.3,"Regular Play",18.20687,16.8598,50.65048,"",-0.02746562,0,1,0,1,1,1,1,"Player_5208",3773010,"DM"
"2285",0,83.5,65.8,"Regular Play",14.72005,12.06963,-58.73528,"",2.21158,0,2,1,0,1,1,1,"Player_3525",3773010,"WG"
"2286",0,74.7,77.6,"Regular Play",8.041144,11.40743,11.21223,"",-1.383156,0,1,0,0,1,1,1,"Player_3664",3773010,"FB"
"2287",0,76.2,70.3,"Regular Play",6.935416,6.207928,-23.29537,"",2.396988,0,2,1,0,1,1,1,"Player_3525",3773010,"WG"
"2288",0,70,75,"Regular Play",19.2463,15.66534,-40.55125,"",-2.319446,0,1,0,0,1,1,1,"Player_3664",3773010,"FB"
"2289",0,67.8,40.4,"Regular Play",17.94492,12.62454,-40.91554,"",-2.237704,0,1,3,1,1,1,1,"Player_3502",3773010,"CB"
"2290",0,56.7,26.3,"Regular Play",23.34031,13.91611,-10.84972,"",-0.9221539,0,0,0,1,1,0,0,"Player_3247",3773010,"CB"
"2291",0,65.3,10,"Regular Play",33.70059,18.90037,3.164778,"",2.274273,1,0,1,1,1,0,0,"Player_3655",3773010,"FB"
"2292",0,41.5,35,"Regular Play",20.37891,10.42687,-18.35172,"",2.623055,0,1,0,1,1,0,0,"Player_3247",3773010,"CB"
"2293",0,38.3,41.2,"Regular Play",13.05067,7.332826,-12.85321,"",-1.83436,0,0,1,1,1,0,1,"Player_3502",3773010,"CB"
"2294",0,34.9,28.6,"Regular Play",22.15513,15.79256,-4.984471,"",-1.066767,0,0,0,1,1,1,0,"Player_3247",3773010,"CB"
"2295",0,49.9,7.7,"Regular Play",42.38974,24.22222,36.89875,"",0.2747352,0,0,1,1,1,0,1,"Player_3655",3773010,"FB"
"2296",0,111.9,20.3,"Regular Play",7.211103,14.65996,14.49138,"",1.626295,1,0,2,1,0,0,1,"Player_3629",3773010,"WG"
"2297",0,117,28.6,"Regular Play",6.935416,8.959039,14.46949,"",2.396988,1,0,5,1,0,0,1,"Player_3655",3773010,"FB"
"2298",0,8.2,43.8,"Regular Play",15.25549,11.74523,14.3192,"",0.575276,0,2,1,0,1,0,1,"Player_3663",3773010,"CB"
"2299",0,35.1,52.1,"Regular Play",27.78525,13.76038,33.01999,"",0.6629371,0,0,1,1,1,0,1,"Player_3583",3773010,"DM"
"2300",0,63.2,69.7,"Regular Play",11.61077,12.44274,-3.844934,"",-1.613873,0,1,0,0,1,1,1,"Player_3661",3773010,"ST"
"2301",0,64.9,56.8,"Regular Play",41.38418,18.96752,-20.20011,"",-1.021674,0,1,2,0,1,1,1,"Player_3583",3773010,"DM"
"2302",0,85.4,23.5,"Regular Play",29.67238,14.16184,57.47371,"",1.374062,0,1,1,1,1,0,1,"Player_3505",3773010,"ST"
"2303",0,89.9,74.6,"Regular Play",26.91561,15.58304,-154.3925,"",-3.014934,0,1,0,0,1,1,0,"Player_3583",3773010,"DM"
"2304",0,63.8,71.2,"Regular Play",21.63007,16.42699,25.21855,"",-0.8967774,0,0,1,0,1,1,0,"Player_4620",3773010,"FB"
"2305",0,78.1,55.5,"Regular Play",8.544004,13.35418,28.34966,"",0.2847304,0,1,2,0,1,1,1,"Player_9607",3773010,"DM"
"2306",1,79,52.8,"Regular Play",35.37471,15.20952,-18.5968,"",-0.614663,0,2,2,1,1,1,1,"Player_10967",3773010,"WG"
"2307",0,104.7,30.1,"Regular Play",7.62168,14.51223,14.80617,"Recovery",2.235292,2,0,3,1,0,0,1,"Player_3505",3773010,"ST"
"2308",0,28.9,40.4,"Regular Play",23.45805,20.49352,24.78717,"",0.8880662,0,0,2,0,1,1,1,"Player_5208",3773010,"DM"
"2309",1,72.8,36.7,"Regular Play",15.74865,13.79379,8.013803,"",-0.3297825,1,0,4,1,1,0,0,"Player_3525",3773010,"WG"
"2310",0,32.8,48.5,"Regular Play",14.1651,5.632156,14.48504,"",0.9004655,1,0,3,1,1,1,1,"Player_4620",3773010,"FB"
"2311",1,41.3,59.8,"Regular Play",13.72334,7.938439,20.89832,"",-0.05832792,1,0,1,0,0,1,1,"Player_10967",3773010,"WG"
"2312",0,69.3,19.4,"Regular Play",7.3,7.082648,10.27381,"",1.570796,0,0,0,1,1,0,0,"Player_3655",3773010,"FB"
"2313",0,69.3,26.7,"Regular Play",12.62894,14.48424,22.92847,"",1.206465,0,0,1,1,1,1,1,"Player_5208",3773010,"DM"
"2314",0,73.8,38.5,"Regular Play",5.547071,8.834548,-13.13447,"",-2.653756,0,2,0,0,1,1,1,"Player_3533",3773010,"AM"
"2315",0,70.2,47.7,"Regular Play",29.51339,16.98186,58.06503,"",0.9978302,0,1,2,1,1,1,0,"Player_5208",3773010,"DM"
"2316",0,89.5,72.5,"Regular Play",8.640602,8.551715,-24.54771,"",-1.987845,0,1,0,0,1,1,1,"Player_3664",3773010,"FB"
"2317",0,87.5,62.6,"Regular Play",24.88715,23.6946,-113.3167,"",-1.372613,0,0,1,1,1,1,0,"Player_5208",3773010,"DM"
"2318",0,85.2,17.7,"From Throw In",22.95321,16.22609,-29.04059,"",-2.868081,0,1,1,1,1,1,0,"Player_3629",3773010,"WG"
"2319",0,63.1,11.5,"From Throw In",15.33786,13.55155,3.746516,"",-0.3114416,0,0,0,1,1,0,0,"Player_3247",3773010,"CB"
"2320",0,77.7,7.2,"From Throw In",16.58463,11.03496,0.9481133,"",2.61048,0,1,0,1,1,0,0,"Player_3655",3773010,"FB"
"2321",0,67,20.5,"From Throw In",7.443118,9.166886,-5.768143,"",-1.034985,0,1,1,1,1,1,0,"Player_3247",3773010,"CB"
"2322",0,70.8,14.1,"From Throw In",10.20686,7.763719,-6.711206,"",-0.8547313,0,0,0,1,1,1,1,"Player_3567",3773010,"AM"
"2323",0,75.8,5.7,"From Throw In",25.3243,17.83372,8.975706,"",2.328269,0,1,0,1,1,0,0,"Player_3655",3773010,"FB"
"2324",0,68.3,26.5,"From Throw In",18.34475,18.64765,-26.79922,"",-1.445089,0,1,1,1,1,1,0,"Player_3247",3773010,"CB"
"2325",1,70.6,8.3,"From Throw In",32.65854,19.61017,35.14268,"",0.5225642,0,0,0,1,1,0,1,"Player_3655",3773010,"FB"
"2326",0,54.8,17.3,"From Throw In",11.95199,9.408421,-2.601379,"Recovery",-0.8031478,0,1,1,1,1,1,0,"Player_3247",3773010,"CB"
"2327",1,63.1,8.7,"From Throw In",34.69135,16.3253,46.23862,"",1.25725,1,0,2,1,1,0,0,"Player_3655",3773010,"FB"
"2328",0,35.1,6.1,"Regular Play",36.0612,16.4003,22.43202,"",-0.0582673,0,0,1,1,1,0,0,"Player_3627",3773010,"FB"
"2329",0,28.1,75.2,"From Counter",14.80979,11.32326,19.60684,"Recovery",0.1218424,0,1,0,0,1,1,0,"Player_3502",3773010,"CB"
"2330",0,42.8,77,"From Counter",6.105735,6.162554,-4.458539,"",-2.122451,0,1,0,0,1,1,1,"Player_3664",3773010,"FB"
"2331",0,54.6,59.8,"From Counter",16.32483,15.81593,32.28277,"",0.4773454,0,0,2,1,1,0,1,"Player_5208",3773010,"DM"
"2332",1,80,65,"From Counter",19.76082,19.84124,69.92971,"",-0.1626528,0,2,1,1,1,1,1,"Player_3533",3773010,"AM"
"2333",0,20.2,21.3,"Regular Play",10.36002,17.10164,3.925064,"",-0.6415706,0,0,3,1,1,0,1,"Player_3627",3773010,"FB"
"2334",0,25.9,17.9,"Regular Play",3.405877,6.18588,1.711034,"",1.629552,0,2,1,1,1,0,1,"Player_5111",3773010,"WG"
"2335",0,26.2,21.8,"Regular Play",11.57411,5.397569,-11.96103,"",-2.967922,0,1,1,1,1,1,1,"Player_9607",3773010,"DM"
"2336",0,15,20,"Regular Play",42.01047,21.04551,23.40332,"",-0.2946488,1,0,3,1,1,1,0,"Player_3663",3773010,"CB"
"2337",1,55.2,7.8,"Regular Play",25.44013,8.387251,31.19964,"",0.6403565,0,1,1,1,1,0,1,"Player_3505",3773010,"ST"
"2338",0,44.5,57.1,"Regular Play",28.67752,16.96182,-47.97178,"Recovery",-2.615526,0,1,0,1,1,0,0,"Player_3247",3773010,"CB"
"2339",0,41.3,24.1,"Regular Play",12.12642,8.315208,2.375659,"",-0.7095207,0,0,0,1,1,0,1,"Player_3247",3773010,"CB"
"2340",0,54.6,12.6,"Regular Play",16.97793,17.75891,4.076386,"",-0.4056652,0,0,0,1,1,0,1,"Player_3567",3773010,"AM"
"2341",0,71.1,5.9,"Regular Play",10.76476,14.06963,6.59952,"",2.184566,0,0,1,1,1,0,1,"Player_3655",3773010,"FB"
"2342",1,63.8,15.8,"Regular Play",52.41088,24.91461,80.22563,"",1.036267,0,0,2,1,1,0,1,"Player_3567",3773010,"AM"
"2343",0,29.6,19.2,"Regular Play",13.71167,9.12318,10.55887,"Recovery",-0.1759396,0,0,0,1,1,0,0,"Player_3627",3773010,"FB"
"2344",0,47.5,3.1,"Regular Play",6.992138,8.712847,7.251005,"",1.280709,0,0,0,1,1,0,0,"Player_3627",3773010,"FB"
"2345",0,47.5,13,"Regular Play",22.65921,18.5185,24.67049,"",1.20996,0,0,2,1,1,1,0,"Player_9607",3773010,"DM"
"2346",0,55.9,35.7,"Regular Play",33.54773,17.8684,42.82826,"",1.087151,0,1,2,1,1,1,1,"Player_3583",3773010,"DM"
"2347",0,70.9,69.7,"Regular Play",8.683317,8.556771,-24.48745,"",-2.885441,1,0,2,0,0,1,1,"Player_10967",3773010,"WG"
"2348",0,71.7,63.9,"Regular Play",31.38296,39.30667,9.69488,"",-0.8462709,0,0,3,1,1,1,1,"Player_4620",3773010,"FB"
"2349",0,35.3,47.7,"From Free Kick",27.48709,19.83054,14.59541,"",1.301992,0,0,0,1,1,1,0,"Player_3502",3773010,"CB"
"2350",0,55,71.2,"From Free Kick",20.31945,14.80271,-25.08557,"",-2.074071,0,1,0,1,1,1,1,"Player_3664",3773010,"FB"
"2351",0,47.3,46.2,"From Free Kick",34.31982,16.59918,-20.56014,"",-1.272083,0,0,1,1,1,1,0,"Player_3502",3773010,"CB"
"2352",0,63.4,23.1,"From Free Kick",20.79351,23.07744,-11.73906,"",-0.8705162,0,0,1,1,1,0,0,"Player_3247",3773010,"CB"
"2353",0,70,4.9,"From Free Kick",14.23025,11.04761,8.139258,"",2.176341,0,0,1,1,1,0,1,"Player_3655",3773010,"FB"
"2354",1,61.9,16.9,"From Free Kick",58.22688,13.20395,44.95228,"",0.3396737,0,0,0,1,1,1,1,"Player_3247",3773010,"CB"
"2355",0,43.3,10.6,"Regular Play",7.902531,7.684858,-6.769589,"",-1.596107,0,1,0,1,1,1,1,"Player_5111",3773010,"WG"
"2356",0,41.8,5.1,"Regular Play",39.13694,12.18926,-1.633072,"",2.170847,1,0,1,1,1,0,0,"Player_3627",3773010,"FB"
"2357",0,19.7,37.8,"Regular Play",11.45862,8.434158,-11.241,"",2.975009,0,1,0,1,1,1,0,"Player_3663",3773010,"CB"
